i,model
0,-0.2392168142338205
1,-0.802544605557058
2,-0.9099442299872387
3,0.2239981363439449
4,0.07435148460615133
5,-0.00858046697882649
6,0.6036319611459665
7,0.05629406040369683
8,1.0705703571103242
9,-0.2823425121548752
10,-0.5675095469721048
11,0.3643577704590655
12,0.9640327399244608
13,-0.4613115717073052
14,-0.027782982579360557
15,-0.004551716347492213
16,1.0502235777016042
17,0.232695874130609
18,-0.14259027246789172
19,0.5179651723610856
20,0.3647346944937315
21,-0.06196304993228096
22,-0.021871002368716558
23,-0.9246144109789433
24,-0.8739141951872975
25,-0.3122715097770764
26,0.046051984742218735
27,0.052894957589608216
28,-0.3043878867204634
29,0.7390306959518593
30,0.24556439102403124
31,-0.3912485243872983
32,0.472261505579081
33,-0.2567788313602052
34,-0.7532350145116272
35,0.22188110395839034
36,-0.49103919512186045
37,0.6669670071861379
38,0.7778620790751036
39,-0.6815739504586642
40,0.45304718660899806
41,-0.11507884716792868
42,0.117687287423411
43,1.1672395391536774
44,-0.3585998590561568
45,0.12472588028647555
46,-0.16977027525722166
47,-0.6507493871606926
48,-0.47102710784086527
49,-0.3488195254014661
50,-0.49903270193027
51,0.24588931756498775
52,-0.2368082767789439
53,-0.37497660744873945
54,-0.4494732925638031
55,0.2072744588725181
56,-0.22030700892620347
57,-0.12710763541799405
58,0.4161357574807905
59,-0.008927427181251668
60,-0.094833203533164
61,0.6551477430234232
62,-0.5366907923532547
63,-0.27643250548240494
64,0.4436668317813725
65,1.0548445114479206
66,-1.2785704226494992
67,0.0772014180978054
68,0.1325095751669464
69,0.2816042607569833
70,-0.47414557504458205
71,0.8322304923369732
72,-0.7502575884525213
73,-0.7720955437018076
74,-0.42373029784719485
75,-0.011305975232457438
76,0.3112136618420658
77,1.0527077077408091
78,-0.5471175665102386
79,-0.518680055245243
80,0.5261234016406394
81,-0.9015512609261266
82,0.023915106483201165
83,-0.939531340376469
84,0.8164054425028455
85,-0.34430236667722686
86,0.3680059359497119
87,0.09593902752023778
88,-0.4352725839797209
89,0.6683996340405604
90,-0.9346844497667026
91,-0.3282121811972931
92,0.43586097021806824
93,-0.3470376927438604
94,-0.1978319336512652
95,0.08173500787739131
96,0.006242388494175473
97,0.5593720526820554
98,0.3929582943912495
99,-0.5824209385833222
100,0.027432399256657816
101,-0.43935742796594374
102,0.12275861127300962
103,-0.4274610633721102
104,0.3621105586626014
105,0.5382371397400911
106,-0.3394337237038262
107,-0.8132792327603245
108,0.5645265951462838
109,0.7356998928719922
110,0.14810538628612333
111,-0.6191715827810331
112,0.30347554055965675
113,0.08233555534930592
114,0.6091481427142496
115,0.22153064788592303
116,0.44589971819023183
117,-0.6132283747371299
118,0.5623481501703622
119,0.07256610951898819
120,-0.9207369050339147
121,0.17962722842910453
122,-0.5335659228465444
123,0.7618962746166537
124,-0.4340467230044538
125,1.1187754728333803
126,-0.9790642961278753
127,0.7666599855584384
128,-0.34577155679413313
129,-0.4908761266663089
130,0.8289501804972359
131,0.31346657358320507
132,-0.23676864888196528
133,-0.9255584638370962
134,1.6437411464735256
135,-0.7571981426612471
136,0.8238886494209274
137,-0.30637056256547257
138,0.6807131235576872
139,0.3208036475965082
140,0.5006761973237293
141,-0.9793643612157988
142,0.3726132482716602
143,0.5228859397357105
144,-0.003447185875394221
145,0.2537287886856324
146,0.6858016025316246
147,-0.3544235529756425
148,1.3867388821132112
149,-0.364915289247573
150,-0.023775694931930866
151,1.1835704042709538
152,0.4564871532165629
153,-0.735977418637711
154,-0.5755138958085616
155,0.2920190885108355
156,-0.15583028914729044
157,0.1762419242670994
158,-0.4749838473774135
159,-0.9741449165048335
160,0.7266319741962908
